#0:PFC	1:FBS_max	2:Gene1	3:Gene2	4:FBS_PPI	5:FBS_Metabolic	6:FBS_Signaling	7:FBS_Complex	8:LLR_MEX	9:LLR_PIN	10:LLR_SCL	11:LLR_PHP	12:LLR_MIR	13:LLR_TFB	14:LLR_PEX	15:LLR_GIN	16:LLR_DOM	17:LLR_QMS	18:LLR_HSA	19:LLR_MMU	20:LLR_RNO	21:LLR_CFA	22:LLR_GGA	23:LLR_DRE	24:LLR_CIN	25:LLR_DME	26:LLR_CEL	27:LLR_BTA	28:LLR_SCE	29:LLR_ATH	30:LLR_SPO	31:LLR_BSU	32:LLR_ECO	33:LLR_PFA	34:LLR_OSA	35:Max_category
0.999	13.757	RVB2	SSC1	9.533	9.659	-0.595	13.757	2.040	7.739	0.293	2.029	-0.093	0.221	-0.075			1.604	4.673	1.067	-0.624			0.080		0.146	0.926		7.908	0.944	-0.016			1.185	0.969	Complex
0.999	14.020	PAB1	TFB1	4.476	2.533	-0.632	14.020	2.015	12.053	-0.278	0.360		0.650	-0.075			-0.704	-0.665	0.887	0.745	0.447	-0.303	-0.091		-0.019		0.283	14.058	-0.696	-0.201				-0.270	Complex
1.000	21.201	ILV5	HSP60	11.789	13.737	2.555	21.201	4.024	11.937	2.291	0.601		1.710		-0.289		0.927											17.563	4.618	0.242	-0.029	0.208			Complex
1.000	36.155	RPL4A	RPS3	28.849	36.155	6.903	23.555	12.397	7.307	3.320	2.651	0.175	6.610	0.445			3.250	14.985	4.186	10.726	0.257	0.844			4.632	9.595	2.268	22.241	9.592	5.286			4.805	6.103	Metabolic
1.000	18.478	ILV5	OLA1	6.804	9.156	-0.761	18.478	3.293	12.487	-0.278	0.601		1.448				0.927											16.455	3.197	0.523	0.113	0.208			Complex
1.000	31.161	RPS9B	RPS3	29.593	31.161	7.130	22.763	12.018	4.970	3.320	2.651	0.175	5.102	0.169			2.756	12.431	2.036	10.210	1.839				5.304	8.552	2.268	21.585	3.961	1.638			5.662		Metabolic
1.000	35.306	RPL4A	RPS8A	30.813	35.306	9.308	23.332	12.358	7.159	3.320	3.031	0.201	5.875	0.000			3.363	9.551	7.983	10.760	0.558	1.164	0.998		3.025	9.436	1.502	22.519	10.017	5.286			3.107	8.180	Metabolic
1.000	23.001	RVB2	RPL16B	9.904	9.275	-6.155	23.001	5.034	13.798	0.000	2.331	0.089	0.221	-0.075			1.604	4.352	2.182	1.583			0.000		0.458	-0.270		16.714	-0.438	-0.016			1.951	4.243	Complex
0.998	13.401	PRO2	PMS1	2.258	1.761	-4.869	13.401	1.032	12.063	-0.278	1.163	0.089	-0.038	0.075			-0.704	-0.279	0.981	0.930	-0.179				-0.362	-0.841	0.000	12.562	-0.673	-0.185	0.356				Complex
1.000	18.669	PAB1	TEF4	18.669	17.721	1.249	15.846	6.365	6.257	2.450	1.448		0.318	-0.109		0.359	1.581	4.709	3.446	0.125	0.558				-0.063	-0.029	0.000	15.417	1.236	0.141			-0.311	0.859	PPI
0.999	14.393	FAS2	TIF6	3.282	4.192	-2.715	14.393	1.384	12.179	-0.278	0.253		0.855															14.417		-0.201					Complex
1.000	15.210	FAS2	ILV5	3.796	5.618	1.313	15.210	2.174	12.179	-0.278	-0.453		1.589		0.000													15.207		0.242					Complex
0.999	14.201	RPL8B	ARO1	1.193	2.564	-1.116	14.201	0.349	12.179	0.000	0.989		0.683															14.229		-0.201					Complex
1.000	33.631	RPS9B	RPS8A	29.673	33.631	7.540	22.766	12.383	5.387	3.320	3.031	0.201	6.610	0.169			2.530	8.926	5.064	10.794	2.061		1.513		6.496	9.717	1.502	24.183	4.234	1.638			4.384		Metabolic
1.000	20.114	ILV5	RPL13B	9.393	12.518	-1.161	20.114	3.353	12.170	0.000	0.989		2.674				0.927											18.283	3.278	0.958				0.994	Complex
0.999	14.367	RVB2	RPB8	11.215	14.367	4.744	3.965	7.851	2.458	0.675	1.683	0.201	1.054	0.445				8.358	4.863	2.153			1.756		3.194	2.799		3.615	0.752	0.599			0.367	-1.194	Metabolic
1.000	21.689	ILV5	ASC1	11.203	14.314	-1.943	21.689	5.663	12.170	0.000	0.989		1.940				0.927											19.346	4.988	0.242				0.855	Complex
1.000	26.243	RPL8B	KRS1	16.107	19.155	0.541	26.243	6.724	13.796	0.000	2.331	-0.093	1.448	-0.075			2.111	7.594	2.185	2.578	0.665	0.289			0.603	1.057	0.283	19.874	4.948	0.242			1.863	5.025	Complex
0.970	10.392	RPL16B	RPB8	8.915	10.392	-4.452	2.436	8.419	-0.458	-0.764	2.401	0.201	0.594	0.000			0.000	2.268	1.988	2.056			1.148		2.169	-0.853	1.502	9.008	1.557	0.177			-0.311	-1.345	Metabolic
1.000	32.275	RPL8B	RPL20A	30.885	32.275	11.252	23.003	11.828	4.465	3.320	3.031		6.454	0.000			3.178	10.101	6.503	10.169	3.996	3.737	2.939		3.693	4.252	1.502	22.904	10.034				3.973	8.361	Metabolic
0.985	11.073	RPL8B	ARG4	7.628	11.073	-0.467	4.444	8.421	-0.442	-0.218	1.360	0.175	1.156	-0.206			0.827	0.711	0.308	2.216	-0.946	-0.200	-0.333		-1.342			2.418	8.376	0.000				4.205	Metabolic
1.000	17.595	ATP1	CDC33	5.335	2.900	-6.447	17.595	1.457	12.014	0.000	2.029	-0.093	0.324	-0.075			1.939	1.057	1.287	0.787	-0.085		0.000		-0.581	0.574	0.145	15.197	-0.858	-0.201			-0.376		Complex
1.000	24.239	ATP1	RPL4A	13.874	15.083	-6.599	24.239	4.492	14.164	0.000	2.029	-0.093	1.220	-0.075			2.501	5.338	3.689	2.036	0.000	0.107	0.962		-0.014	-0.107	-0.206	17.621	-0.902	0.242			-0.439		Complex
1.000	19.026	ILV5	ARG4	9.990	12.361	-1.976	19.026	4.476	11.961	-0.278	0.000		1.940				0.927											14.801	5.212	0.000	0.039	0.697		1.073	Complex
0.998	12.970	RVB2	TIF2	12.937	11.538	-1.013	12.970	3.153	6.025	0.000	2.331	0.089	-0.366	-0.075		0.210	1.604	3.740	1.377	1.225	-0.097		0.000		0.413	2.128		7.859	0.140	-0.201			1.804	1.752	Complex
0.997	12.621	FAS2	RVB2	0.368	2.255	-0.679	12.621	0.769	12.179	-0.278	0.253		-0.301															12.657		-0.201					Complex
1.000	23.432	OLA1	SAH1	11.453	14.823	-0.820	23.432	4.841	12.538	0.000	2.850		0.779	-0.075			2.499	4.066	3.447	1.430	-0.322	-0.041	-0.091		1.418	0.637		19.193	1.052	-0.201			-0.271		Complex
1.000	20.707	RPS7A	SAH1	9.681	12.055	-6.628	20.707	3.050	12.538	0.000	2.331		0.221	-0.075			2.641	2.917	3.398	1.374	0.403	-0.185	0.962		-0.200	0.731	-0.206	17.040	1.945	-0.201			-0.278		Complex
1.000	25.175	TIF2	RPS7A	14.272	12.328	1.604	25.175	5.246	13.797	0.680	1.163	0.089	1.495	0.381			2.324	5.382	3.162	2.658	-0.282	1.618	0.080		0.138	0.554	0.000	18.915	1.984	0.242			1.557	1.769	Complex
1.000	14.663	ATP1	ARO8	4.209	4.823	-1.525	14.663	2.653	11.939	-0.278	0.601		0.528	-0.075			-0.704	-1.333	0.048	2.674	-0.589	0.196					0.000	13.288		-0.201	-0.606	-0.243			Complex
1.000	23.904	OLA1	RPS7A	12.830	15.399	-2.206	23.904	4.716	13.736	-0.278	2.029	-0.093	1.220	0.075			2.499	6.012	3.064	2.574	-0.282	0.237	0.080		0.342	0.904		17.084	4.118	0.242			1.159		Complex
1.000	18.721	ILV5	KRS1	8.602	11.529	-3.209	18.721	3.536	12.487	-0.278	0.601		1.448		0.000		0.927											16.757	3.541	0.242	0.332	0.208		0.892	Complex
1.000	34.168	RPS7A	RPS3	31.325	34.168	9.451	23.672	11.678	5.058	3.320	2.401	0.175	6.931	1.355			3.250	15.650	4.365	9.898	2.870	3.737			3.385	7.988	1.502	20.877	9.032	1.638			4.241	6.103	Metabolic
1.000	26.565	RPL8B	PAB1	15.380	16.929	-0.462	26.565	5.563	14.367	0.680	2.959	-0.093	1.492	-0.075		0.210	1.461	5.811	3.100	0.643	0.720	-0.185	-0.091		-0.112	0.559	0.145	21.738	1.743	0.958			0.368	0.660	Complex
0.999	13.848	RVB2	OLA1	13.848	11.487	1.736	11.948	5.284	5.604	-0.668	2.407		-0.278	-0.109			1.609	5.873	1.513	1.184	0.389		-0.212		1.241	0.149		8.158	1.014	-0.343			1.293		PPI
0.993	11.854	DHH1	TIF1	11.854	6.870	2.363	11.148	0.117	7.789	0.602	2.407		0.646	0.000		0.814	-0.519	2.143	1.277			-0.198	-0.672		-0.428	-0.014		10.708	0.175	-0.343				-0.705	PPI
1.000	21.940	RVB2	HSP60	10.683	10.178	2.002	21.940	4.237	14.018	0.000	2.029	-0.093	0.221	-0.075			1.604	5.736	2.966	1.870			0.000		0.100	1.224		13.881	0.687	-0.201			0.368		Complex
1.000	22.387	RPL8B	PGK1	8.816	13.896	-3.542	22.387	3.467	12.538	-0.278	2.331	0.089	1.448	-0.075			2.867	0.693	0.255	0.572	0.518	0.119	1.943		0.189	0.539	0.474	16.795	2.015	-0.201			2.950	0.334	Complex
1.000	17.710	ILV5	PGI1	6.207	8.789	-1.867	17.710	1.687	12.487	-0.278	1.298		1.589				0.927											16.572	0.462	-0.016	0.758	0.208		-0.479	Complex
1.000	22.638	RPL8B	PGI1	13.070	15.704	-5.272	22.638	3.408	12.538	-0.278	2.331	-0.093	1.940	-0.075			2.867	1.749	0.088	1.109	0.373	0.119	1.943		0.386	0.214	-0.206	17.553	0.396	-0.016			3.172	-0.270	Complex
1.000	32.316	RPL16B	RPL13B	30.791	32.316	6.073	23.113	12.034	3.821	3.320	2.401	-0.108	6.454	1.355			3.040	11.772	5.562	9.152					5.738	9.505	0.663	23.163	6.638	1.638			1.378	6.697	Metabolic
1.000	19.224	ILV5	SAH1	7.533	10.829	-0.869	19.224	4.312	12.170	-0.278	0.601		1.492				0.927											17.862	2.383	-0.201					Complex
1.000	20.812	ATP1	RPS8B	9.445	9.228	-5.696	20.812	1.423	14.367	0.000	2.029	0.089	0.683	0.000			2.220	3.903	3.519	0.979	0.118	0.196	0.882		-0.432	0.399	0.000	15.106	-0.897	0.242			-0.358		Complex
1.000	22.200	HSP60	TEF4	10.883	12.884	-3.389	22.200	2.493	14.368	0.000	1.163	0.089	1.663	-0.075			2.499	4.694	4.935	0.096					0.614	0.749		13.979	2.698	0.958			1.263		Complex
1.000	35.630	RPL8B	RPL4A	32.341	35.630	11.623	26.544	12.262	7.771	3.320	3.031	-0.083	6.004	0.000			3.326	14.381	7.749	9.848	0.257	4.338	1.867		2.059	8.410	0.206	22.280	13.273	5.286			5.059	8.361	Metabolic
1.000	22.665	ILV5	RPS7A	10.001	14.683	-0.500	22.665	5.497	12.170	0.680	0.989		2.401				0.927											19.843	4.949	0.523				0.919	Complex
1.000	32.713	RPS7A	RPS8A	30.601	32.713	9.778	23.088	11.919	5.058	3.320	3.031	0.175	5.848	0.000			3.363	9.558	6.711	9.993	2.870	2.753	1.046		4.905	8.919	0.663	20.365	9.650	1.638			4.859	8.361	Metabolic
1.000	22.454	RVB2	RPS6A	14.416	10.622	-2.982	22.454	4.073	13.471	0.680	2.331		0.221	0.075			1.604	3.954	0.730		-0.051		0.000		0.039	-0.005		17.196	-0.237	-0.201			1.195	3.484	Complex
1.000	17.279	PRP43	RPS3	17.071	17.279	2.264	14.569	8.171	3.398	0.385	2.401	0.175	0.611	-0.206			2.343	6.084	2.506	5.192	1.337	0.844			2.634	-0.640	0.663	8.649	2.360	-0.071		-0.821	3.042	-0.369	Metabolic
0.962	10.136	ATP1	COX8	10.136	8.354	3.699	2.175	4.560	0.000	4.326	-0.280		1.531															10.136							PPI
0.997	12.574	RPL4A	PRP38	1.248	1.406	-3.223	12.574	0.348	12.190	0.000	0.074		-0.038															12.574							Complex
1.000	25.058	ASC1	KRS1	14.217	17.328	0.484	25.058	6.660	12.538	-0.278	2.331	0.089	1.448	0.075		-0.305	2.499	2.983	4.131	3.156	0.730	0.483			0.496	1.064		18.701	4.915	0.242			1.263	5.141	Complex
1.000	21.146	PRP43	RPS8A	21.146	17.350	3.726	18.314	6.672	7.995	0.602	2.407		1.689	-0.109			1.891	4.461	4.082	3.306	1.344	0.984	-0.212		0.060	0.041	0.760	15.144	1.612	-0.343			0.949	0.524	PPI
1.000	24.872	RPS9B	TEF4	14.289	18.111	-1.427	24.872	5.521	13.261	0.680	1.364	0.089	1.663	0.075			2.218	6.515	1.870	1.704	0.365				1.057	1.411	0.474	19.617	2.188	0.242			1.185		Complex
0.975	10.554	ASC1	ARG4	8.180	10.554	-1.687	4.265	9.536	-0.442	-0.218	0.895	0.175	0.868	-0.206		-0.816	0.762	-0.953	-0.620	4.523	-0.834	-0.200	-0.148		-0.506			-0.157	7.723	-0.273				4.205	Metabolic
1.000	16.662	OLA1	ASC1	13.048	16.662	0.301	16.535	7.796	2.631	-0.764	2.401	0.175	1.100	0.445	0.000		2.878	1.831	1.915	2.964	1.443	0.225	-0.380		2.811	0.562		10.510	4.759	0.177			3.233		Metabolic
1.000	15.735	RVB2	RPL8B	14.509	9.853	0.446	15.735	4.913	6.025	0.000	2.959	0.089	0.221	-0.075			1.604	4.814	2.514	2.462	0.723		-0.091		0.458	0.286		9.582	0.231	-0.201			1.920	4.228	Complex
1.000	17.722	RVB2	PRO2	5.446	7.485	-1.447	17.722	2.105	13.471	-0.278	1.134	0.089	0.324	-0.075			0.953	4.306	1.575	1.349	-0.199				-1.007	-0.162		14.517	-0.699	-0.016				-0.566	Complex
1.000	23.607	ATP1	RPS7A	10.646	14.770	-2.818	23.607	3.206	13.796	0.293	2.029	0.089	1.220	-0.075			3.049	5.680	1.888	1.351	-0.199	0.000	1.664		-0.369	0.409	-0.206	16.032	-0.889	-0.201			-0.380		Complex
1.000	22.246	ASC1	PGI1	14.218	16.888	-5.522	22.246	3.147	12.538	-0.278	2.331	0.089	1.940	-0.075			2.554	1.270	1.480	0.437	-0.199	0.000	1.069		-0.111	1.084		18.476	-0.350	-0.201			2.209	-0.270	Complex
1.000	21.868	RPL8B	CDC33	9.275	7.007	-3.109	21.868	3.583	12.014	0.680	2.959	-0.093	1.007	-0.075			1.793	0.781	-0.780	0.227	0.379	0.415	-0.091		-0.631	0.198	0.145	19.811	2.299	-0.201			0.956	1.118	Complex
1.000	24.976	RPL4A	SAH1	15.942	20.714	-5.288	24.976	5.914	12.538	0.000	2.850		1.389	-0.075			2.361	4.804	2.921	1.459	0.000	2.069	0.962		0.629	0.642	-0.206	20.715	2.161	-0.016			-0.190		Complex
1.000	16.965	ILV5	TIF1	4.851	7.748	0.189	16.965	2.048	12.509	0.000	0.989		1.073				0.346											15.756	1.726	0.242	0.113			-0.566	Complex
1.000	24.609	OLA1	RPS3	14.578	18.745	-1.845	24.609	4.317	12.806	-0.278	2.850	0.089	2.401	-0.075			2.499	2.692	2.767	2.580	0.556	0.119			0.910	0.840		19.583	3.999	0.523	0.825	-0.243	1.009		Complex
1.000	20.783	ILV5	SSC1	11.248	13.976	3.467	20.783	3.738	12.487	1.320	0.601		1.710				0.927											17.351	3.949	-0.016	0.758	-0.243		-0.593	Complex
1.000	20.476	SSC1	PAB1	8.925	7.660	-2.861	20.476	1.478	13.441	0.000	2.331	0.089	1.492	0.075			1.569	3.323	1.079	-0.563		-0.303	-0.091		0.070	-0.007		17.244	1.094	0.242			-0.179	-0.233	Complex
1.000	24.796	RPS9B	TIF1	15.510	13.692	-2.860	24.796	4.644	13.469	0.680	2.331	0.089	1.464	0.075			2.043	5.017	0.880	1.967	-0.321		0.080		0.607	0.254	0.000	19.287	1.190	0.242			1.624		Complex
0.999	14.025	PAB1	PNP1	2.627	1.577	-4.005	14.025	1.334	12.543	-0.278	0.601	-0.093	-0.723	-0.075			0.717	1.221	1.302	-0.641	0.207	-0.114	-0.720		-0.112	-0.349	-0.206	12.906		0.000					Complex
0.967	10.287	RPS8B	RPS8A	10.021	10.287	4.631	6.482		-0.109	3.320			4.708		1.114		1.254			-0.055			1.254					9.142		-0.071					Metabolic
1.000	15.030	OLA1	ARO1	3.853	4.913	-0.410	15.030	-0.591	12.179	0.000	1.268		2.173															15.041		-0.016					Complex
0.999	14.157	GLT1	TIF2	2.224	1.935	-3.541	14.157	1.345	12.505	-0.278	1.233	-0.093	-0.556				0.000								-0.569	-0.047		14.168	-0.840	-0.201	0.113		-0.277		Complex
1.000	16.121	ILV5	GLT1	4.028	5.728	-1.282	16.121	1.553	13.278	-0.278	0.000		0.683		-0.043		0.927											14.198	0.462	0.242	0.825	1.986			Complex
1.000	20.640	RVB2	RPS9B	9.164	7.295	-0.505	20.640	3.557	13.471	0.680	2.331	0.089	-0.366	-0.075			0.953	3.100	1.664	2.267	0.193		-0.091		0.273	0.026		16.730	-0.095	-0.201			1.930		Complex
1.000	23.505	OLA1	RPS8A	12.096	12.220	-4.493	23.505	5.507	12.538	-0.278	2.331	-0.093	1.073	0.000		0.210	2.218	1.825	2.408	2.671	0.683	0.407	-0.091		0.057	0.558		19.661	4.192	0.523			1.262		Complex
1.000	18.297	HSP60	ARG4	7.424	9.459	-2.734	18.297	3.411	11.903	-0.278	1.163	-0.093	0.779	-0.075			1.487	-0.494	0.680	0.474		-0.177	0.000		0.298			13.974	4.337	0.258	-0.455	-0.164			Complex
0.999	13.680	PGK1	ARO1	2.895	2.078	-0.353	13.680	-0.016	12.179	-0.278	1.268		0.528															13.715		-0.201					Complex
1.000	25.154	PAB1	RPS8B	14.434	10.561	-5.630	25.154	4.347	14.368	0.680	2.959	0.089	1.492	-0.075	-0.468	0.210	1.551	3.754	3.309	1.157	0.124	-0.114	-0.091		0.070	0.778	0.000	19.977	2.086	0.958			-0.383	1.306	Complex
1.000	24.981	OLA1	HSP60	15.507	18.188	-0.298	24.981	4.718	12.421	-0.278	4.009	0.089	1.448	0.075			2.499	3.949	3.553	2.364		0.667	0.000		-0.051	2.313		17.612	4.194	0.242	-0.606	0.618	0.890		Complex
1.000	16.699	RVB2	ILV3	3.613	5.687	-0.749	16.699	3.485	12.179	-0.278	0.989		0.324															13.937	-0.251	-0.201				3.362	Complex
1.000	15.879	GLT1	RPS9B	1.362	1.230	-2.095	15.879	1.437	12.162	-0.278	1.233	-0.093	1.073				0.346								-0.663	-0.519		15.133	-0.493	0.242			0.911		Complex
1.000	16.305	GLT1	RPL8B	1.235	0.739	-2.585	16.305	1.489	12.162	-0.278	1.233	0.089	0.683				0.927								-0.482	-0.519		14.857	0.361	0.242			0.832		Complex
1.000	31.329	RPS8B	RPS3	29.740	31.329	6.699	24.980	12.007	8.248	3.320	2.401	0.175	2.277	-0.206			3.107	10.156	5.176	12.574	3.673	3.737			5.826	8.750	0.663	19.157	7.556	5.286			4.933	6.103	Metabolic
1.000	26.949	HSP60	ASC1	15.717	15.669	2.261	26.949	5.190	13.797	0.000	2.331	-0.093	2.337	0.075		0.210	3.102	4.764	3.102	2.526		-0.114	1.943		-0.293	-0.324		17.269	4.864	-0.201			1.252		Complex
1.000	16.371	GLT1	GLN1	4.775	8.759	-0.553	16.371	2.134	12.485	-0.278	0.556	-0.093	1.220				0.346								-0.157	-0.315		13.997	0.484	0.523	2.034	0.618			Complex
1.000	18.824	GLN1	TEF4	5.423	5.397	-4.533	18.824	1.670	13.432	-0.278	1.163	-0.093	1.448	-0.075			1.557	-0.570	2.450	-0.767	-0.199				0.009	-0.330	0.000	16.165	0.559	0.523				-0.593	Complex
1.000	16.374	GLT1	RPS6A	4.344	4.298	-2.190	16.374	1.839	12.162	-0.278	1.233		1.073				0.346								-0.175	-0.203		15.884	-0.180	0.242			0.911		Complex
