#0:PFC	1:FBS_max	2:Gene1	3:Gene2	4:FBS_PPI	5:FBS_Metabolic	6:FBS_Signaling	7:FBS_Complex	8:LLR_MEX	9:LLR_PIN	10:LLR_SCL	11:LLR_PHP	12:LLR_MIR	13:LLR_TFB	14:LLR_PEX	15:LLR_GIN	16:LLR_DOM	17:LLR_QMS	18:LLR_HSA	19:LLR_MMU	20:LLR_RNO	21:LLR_CFA	22:LLR_GGA	23:LLR_DRE	24:LLR_CIN	25:LLR_DME	26:LLR_CEL	27:LLR_BTA	28:LLR_SCE	29:LLR_ATH	30:LLR_SPO	31:LLR_BSU	32:LLR_ECO	33:LLR_PFA	34:LLR_OSA	35:Max_category
1.000	27.355	TUB2	TUB1	27.355	25.986	8.730	22.324	2.981	9.831	4.326	3.906		2.907	0.000		0.814	2.589	6.994	4.018	1.516	-0.066	-0.318	1.484		6.681	-0.650	3.249	18.744	4.857	3.838				0.436	PPI
1.000	21.145	TUB2	VMA2	10.250	8.095	1.484	21.145	1.966	13.911	-0.278	4.009	-0.093	1.169	-0.075			0.536	2.438	0.256	0.004	-0.638		-0.091		-0.428	0.142	0.000	18.206	0.627	-0.016			-0.129	0.627	Complex
1.000	15.807	RIO2	TEF2	6.734	3.942	-1.522	15.807	0.658	12.025	-0.278	4.009		0.286	-0.075			-0.818	-0.379	-1.174	-0.529	0.202	0.496	-0.091		-0.231	-0.012	0.283	15.394	-0.574				-0.158	1.108	Complex
1.000	18.998	ATP1	PAB1	9.164	9.087	-2.601	18.998	0.934	14.588	0.000	2.029	-0.093	0.324	-0.075			1.290	4.017	2.508	-0.597	0.215	-0.105	0.080		-0.112	0.108	-0.206	16.369	-0.841	-0.016			-1.286		Complex
1.000	15.005	MRPS28	RPS4A	4.300	5.011	-3.162	15.005	2.117	12.109	0.680	0.693		-0.269				-0.325		-0.238									13.511		-0.201			1.557		Complex
1.000	22.613	ATP1	RPS1B	11.660	12.461	-4.191	22.613	2.711	13.771	0.000	2.029	-0.093	1.220	-0.075			3.049	3.603	1.888	1.250	0.118	0.196	1.664		-0.695	0.507	-0.206	17.435	-0.840	-0.016			-0.405		Complex
1.000	22.815	RPS4B	RPS4A	18.053	22.815	8.763	13.612	8.618	-0.309	3.320			6.086	2.534		1.395	1.171	1.786			-0.193							10.801	8.514	1.638					Metabolic
1.000	18.784	URA2	RPL30	7.937	7.131	-2.730	18.784	2.433	13.469	-0.278	0.556	-0.093	1.220	-0.075			1.551	3.010	1.140	0.609	-0.127		-0.091		-0.181	0.238	0.000	14.981	2.461	0.523			0.621		Complex
1.000	32.737	RPL4B	RPS4A	29.792	32.737	5.772	24.809	11.122	6.152	3.320	3.899	0.175	4.635	0.774		-0.185	2.844	10.694	4.938	3.651	-0.193	3.983	2.245		5.264	8.485	2.268	21.635	11.140	1.638			5.549	8.361	Metabolic
0.999	14.126	CDC48	VMA2	14.126	12.547	1.496	11.750	2.641	5.533	0.602	3.906		0.491	-0.109			1.062	-0.604	0.888	-0.739	0.255		-0.393		0.786	0.386	1.428	11.227	-0.905	0.510			1.553		PPI
1.000	24.956	RPL8B	TUB2	13.535	11.304	-2.263	24.956	1.991	15.246	-0.278	4.009	-0.093	1.288	-0.075			2.867	4.162	2.028	-0.616	-0.162	-0.203	1.664		0.059	0.209	0.145	18.756	4.423	-0.016			-0.358	0.148	Complex
1.000	19.150	URA2	RPS24A	9.158	12.247	-1.513	19.150	4.086	12.014	-0.278	0.556	-0.093	1.389	-0.075			1.551	0.996	1.240	0.900	0.130	-0.249	0.080		-0.267	-0.664		15.088	4.413	0.242			1.203		Complex
1.000	23.200	RPL27A	HSP60	10.492	11.939	-6.621	23.200	3.050	13.261	0.000	2.029	-0.093	1.925	0.075			2.952	4.025	2.076	1.600		0.102	1.943		-0.739	-0.630		15.368	3.568	-0.201			0.347		Complex
0.993	11.906	ATP1	RPL4B	11.441	11.906	-6.251	5.948	5.966	1.504	-0.764	1.641	-0.277	1.100	-0.206			2.942	6.760	1.623	3.569	-0.193	0.243	2.049		0.274	-0.522	-0.346	1.941	-1.726	0.177			-1.618		Metabolic
1.000	15.982	RVB2	RPT6	15.982	11.027	3.418	14.693	4.286	6.255	0.602	2.407		0.465	0.000		0.359	1.609	6.090	3.083	2.170	0.147		1.453		-0.184	-0.569		9.360	-0.236	-0.172			0.495	0.262	PPI
1.000	20.603	URA2	RPS13	11.010	11.648	-0.531	20.603	4.091	13.469	0.000	0.556	-0.093	0.977	0.381			1.222	3.346	1.523	0.747		0.000	0.187		0.144	0.213	-0.206	15.311	3.792	0.242			1.009		Complex
1.000	19.952	TUB2	PRE9	7.521	7.389	-5.032	19.952	0.769	14.484	-0.278	2.959	0.089	-0.038	-0.075			2.043	3.136	2.047	1.446		-0.185	0.080		-0.041	0.213	-0.059	15.390	-0.046	-0.201			-0.278	0.095	Complex
1.000	34.001	RPP0	RPS13	26.577	34.001	9.744	26.370	11.484	6.649	3.320	3.031		6.216	0.000			3.302	12.764	4.705	6.984		0.342	3.487		2.725	5.600	-0.346	21.602	7.347	5.286			4.659	7.985	Metabolic
1.000	18.701	URA2	RPS24B	8.167	10.876	-2.207	18.701	4.068	12.014	-0.278	0.556	-0.093	0.958	-0.075			1.551	0.996	1.240	0.900	0.130	-0.249	0.080		-0.267	-0.664		14.294	4.413	0.242			1.203		Complex
0.954	9.945	RVB2	TUB2	8.946	5.556	-1.399	9.945	1.904	4.077	0.000	2.959	-0.093	0.221	-0.075			0.953	2.958	2.014	-0.461	1.121		0.000		0.158	0.549		6.685	-0.706	-0.201			-0.416	-0.292	Complex
0.999	14.200	RPS4B	KIN28	4.504	2.534	-5.166	14.200	1.510	12.014	-0.278	1.163	0.089	-0.373	0.075				-0.008	-0.782		-0.081	1.103	-0.091		-0.085	-0.376	-0.206	12.949	0.541	0.242				0.556	Complex
1.000	15.782	PAB1	PRE9	3.359	3.784	-4.233	15.782	-0.613	13.422	-0.278	2.331	-0.093	-0.457	0.075			1.394	1.392	2.350	0.295		-0.303	-0.091		-0.112	0.123	-0.059	13.420	-0.112	0.084			-0.393	-0.233	Complex
0.994	12.053	MRPS28	RPL27A	1.473	4.498	-2.042	12.053	-0.168	12.109	0.680	0.275		-0.519				-0.325		0.060									12.396		-0.201			-0.393		Complex
1.000	21.878	ATP1	RPL20A	10.296	12.760	-4.280	21.878	3.042	13.590	0.000	2.029		0.683	-0.075			2.610	3.601	0.255	1.540	0.458	0.000	1.836		0.074	0.364	-0.206	16.902	-0.858				-0.284		Complex
1.000	34.351	RPL8B	RPP0	28.218	34.351	11.183	33.187	12.260	7.293	3.320	2.401	0.052	5.848	0.000			3.178	12.833	7.138	9.878	2.714	1.489	2.846		2.527	8.285	0.663	21.137	9.452	5.286			5.190	8.361	Metabolic
1.000	15.084	CDC48	TEF2	15.084	14.478	-0.567	13.530	1.854	6.475	-0.273	3.906		0.802	-0.109			2.430	3.063	2.002	-0.443	-0.911		0.608		0.869	0.663	1.428	8.636	-0.087				0.987		PPI
1.000	26.090	TUB2	TEF2	16.740	16.004	0.291	26.090	1.017	16.772	0.293	4.009	-0.093	1.806	-0.075			2.361	4.287	2.321	-0.899	-0.396	-0.203	0.962		2.671	-0.372	-0.265	19.700	2.939				-0.119	-0.292	Complex
1.000	16.560	RPP0	RPL29	14.134	16.560	1.756	6.961	7.787	-0.398	3.320	0.895	0.052	4.903									0.144			1.557	5.299		10.636	5.877	1.638			-0.652	4.758	Metabolic
1.000	17.717	CDC48	RPS4A	12.112	9.731	-2.616	17.717	0.965	8.445	0.680	4.009	0.089	1.383	-0.075			2.220	3.719	3.222	-0.086	-0.276		0.962		-0.156	0.251	0.283	12.750	0.629	-0.201			0.210		Complex
0.969	10.339	TSC13	TEF2	10.339	2.337	0.959	9.439	0.674	6.244	-0.668	2.407		1.460	-0.109			0.331	1.336	1.472	-1.118	-0.198	0.493	-0.503		-0.393	0.199	-0.281	8.836	-0.203				-0.096	-0.791	PPI
0.985	11.109	RVB2	ERG27	1.427	-0.547	-4.466	11.109	-0.095	12.073	0.000	0.141		-0.621	-0.075			-0.314	-0.328	-0.567	-0.706	0.429		-0.206					11.955		-0.185					Complex
0.994	12.053	MRPS28	KIN28	0.457	-0.010	-0.560	12.053	0.392	12.109	0.000	0.275		-0.723						0.126									11.841		-0.201					Complex
1.000	31.905	RPP0	RPS24B	27.539	31.905	4.645	21.701	9.634	4.367	3.320	3.031	0.052	6.931	1.355			3.215	14.259	3.665	5.890	0.974	0.730	2.786		1.264	4.956		18.228	4.948	0.599			3.839	7.259	Metabolic
0.994	12.105	PGC1	TEF2	0.965	2.351	-0.554	12.105	-0.697	12.073	0.000	1.298		0.324	-0.075			-0.818	-1.775	-0.510	-0.905	-0.264	0.206	-0.091				-0.206	13.916							Complex
0.999	13.970	SKI2	RPL30	2.528	1.813	-5.810	13.970	0.667	12.058	0.000	1.163	-0.093	0.324	0.075		0.210	-0.435	0.019	-1.193	0.670	-0.127		-0.091		0.286	0.180		14.113	-0.038	-0.016			0.228		Complex
1.000	25.151	CDC48	PRE9	14.797	16.440	-2.598	25.151	3.962	14.368	0.680	2.331	0.089	0.429	-0.075	0.658	0.210	2.499	5.276	4.942	2.646			0.187		0.275	1.281		19.481	1.074	0.523			0.481		Complex
0.997	12.888	PGC1	TUB1	1.053	1.059	-2.637	12.888	1.244	12.073	0.000	0.141		0.324	-0.075			-0.818	-1.426	-0.816	-0.768	-0.703	-0.177	-0.091				-0.206	14.135		-0.185					Complex
0.967	10.292	RVB2	KIN28	10.292	8.789	-0.492	8.669	2.879	6.144	0.602	0.974		-0.555	-0.109		0.359		3.329	-0.877	-0.113	1.284		-0.110		-0.399	-0.573		7.800	0.282	-0.343				1.727	PPI
0.999	14.140	SKI2	RPS24A	4.026	3.643	-5.217	14.140	1.586	12.058	-0.278	1.364	0.089	-0.169	-0.075			-0.435	-0.597	-0.119	0.072	-0.322		-0.091		-0.066	-0.556		14.326	0.428	-0.016			-0.358		Complex
1.000	18.673	GLN4	TEF1	7.132	9.414	-5.889	18.673	2.210	12.056	0.000	2.850	0.089	-0.556	0.075	0.658		1.290	1.111	0.558	-0.498	0.401	0.172	0.080		0.137	0.045	0.000	17.135	0.355				0.622	0.664	Complex
0.999	14.211	SKI2	RPL7A	2.256	1.864	-2.956	14.211	1.551	12.058	0.000	1.163	-0.093	-0.169	-0.075		0.210	-0.435	-0.597	0.646	-0.922	0.138		-0.091		-0.021	-0.301		14.303	0.493	-0.016			-0.158		Complex
0.999	13.682	CDC48	THR4	2.299	3.954	-3.354	13.682	1.267	12.073	-0.278	0.601		0.420	-0.075			-0.325	-0.050	-0.870	0.793	-0.644		-0.091				0.000	13.928		0.258					Complex
0.999	14.367	RVB2	RPB8	11.215	14.367	4.744	3.965	7.851	2.458	0.675	1.683	0.201	1.054	0.445				8.358	4.863	2.153			1.756		3.194	2.799		3.615	0.752	0.599			0.367	-1.194	Metabolic
1.000	15.970	SSL1	RPT6	2.453	4.304	-1.886	15.970	2.066	12.014	0.680	2.331	0.089	-0.038		-0.468		-0.704	-0.505	0.931	0.126	-0.362	-0.114	-0.091		0.227	0.251		15.474	0.466	0.523			0.220		Complex
1.000	15.101	SKI2	RPP0	2.665	4.369	-6.500	15.101	2.018	12.058	0.000	1.163		0.221	0.075	0.000		-0.435	0.170	0.852	0.941	-0.322		-0.091		-0.308	0.704		14.599	0.003	-0.016			-0.416		Complex
0.997	12.723	RPL7A	GLN4	12.723	11.338	-4.858	6.649	6.731	2.032	-0.668	2.407		0.717	0.454			1.050	5.947	1.427	0.877	0.429	-0.094	0.126		1.475	-0.333	0.173	6.593	3.520	-0.172			1.670	1.232	PPI
0.999	13.470	SKI2	PAB1	2.588	4.176	-3.135	13.470	1.193	12.058	-0.278	1.163	-0.093	-0.301	-0.075		0.621	-0.818	-0.276	-1.056	-0.707	-0.141		-0.091		-0.093	-0.304		14.690	0.001	-0.201			-0.464		Complex
1.000	15.175	SKI2	RPS1B	5.598	5.442	-4.725	15.175	1.918	12.058	0.000	1.163	0.089	0.690	0.075			-0.818	-0.255	0.641	0.370	-0.599		-0.091		-0.245	-0.432		14.650	0.426	-0.201			-0.179		Complex
1.000	18.440	RPL8B	VMA2	6.538	5.790	-3.963	18.440	2.133	13.432	-0.278	2.331	-0.093	0.221	-0.075			0.770	-0.289	1.648	-0.592	-0.655		0.000		0.100	-0.200	0.000	16.666	0.085	0.242			1.589	-0.244	Complex
1.000	32.275	RPL8B	RPL20A	30.885	32.275	11.252	23.003	11.828	4.465	3.320	3.031		6.454	0.000			3.178	10.101	6.503	10.169	3.996	3.737	2.939		3.693	4.252	1.502	22.904	10.034				3.973	8.361	Metabolic
0.999	14.160	SKI2	RPL20A	2.940	4.896	-6.614	14.160	0.932	12.062	0.000	1.364		0.221	0.075		0.210	-0.704	-1.021	0.137	0.588	0.192		-0.091		0.314	-0.550		14.342	0.002				0.118		Complex
1.000	14.673	RPL8B	TRP5	1.114	2.966	-0.292	14.673	1.468	12.170	-0.278	0.989		0.324				0.000											14.743	-0.116	-0.016				-0.513	Complex
1.000	17.304	ATP1	CDC48	14.538	17.304	0.262	17.090	6.451	3.522	2.105	1.641	-0.108	0.957	-0.206			2.942	4.864	1.496	4.589	1.902		2.850		0.404	1.052	-0.346	10.548	0.115	0.177			-0.490		Metabolic
1.000	22.253	CDC48	RPS13	12.324	9.643	-1.800	22.253	1.597	13.469	0.680	4.009	-0.093	0.440	-0.075			2.225	4.353	1.011	-0.308			0.791		-0.228	-0.710	0.474	18.324	-0.493	-0.201			0.150		Complex
1.000	24.239	ATP1	RPL4A	13.874	15.083	-6.599	24.239	4.492	14.164	0.000	2.029	-0.093	1.220	-0.075			2.501	5.338	3.689	2.036	0.000	0.107	0.962		-0.014	-0.107	-0.206	17.621	-0.902	0.242			-0.439		Complex
1.000	24.849	RPL4B	TUB2	14.980	14.633	-5.204	24.849	1.982	15.138	-0.278	4.009	-0.093	1.806	-0.075			2.361	4.008	2.232	0.006	0.000	-0.249	0.791		0.004	-0.014	0.000	19.110	4.423	-0.016			-0.358	0.545	Complex
1.000	19.027	CDC48	RPS24B	7.998	12.067	-4.801	19.027	1.009	12.014	0.680	2.331	0.089	0.618	-0.075			2.361	2.075	1.546	0.029	-0.259		0.962		0.128	0.156		15.907	0.029	0.084			0.210		Complex
0.989	11.420	GLN4	ASC1	10.699	11.420	-2.457	4.946	8.962	-0.466	-0.764	2.401	0.175	0.228	0.169			0.714	4.581	1.511	7.569	1.568	0.144	1.182		1.464	-0.301		5.740	3.067	-0.344			2.775	1.354	Metabolic
1.000	28.969	RPL8B	TEF1	18.871	22.688	0.415	28.969	6.080	15.319	0.680	2.850	-0.093	1.495	0.075		-0.305	2.867	4.801	5.155	0.383	0.739	1.103	1.836		-0.609	0.622	-0.206	20.737	4.985				1.263	4.684	Complex
1.000	15.495	SKI2	RPL4A	3.687	5.289	-4.146	15.495	2.013	12.058	-0.278	1.163	0.089	0.221	0.075	0.379	0.210	-0.435	-0.282	0.641	0.198	0.000		-0.091		0.211	-0.101		14.947	0.493	-0.201			-0.416		Complex
0.977	10.670	AGX1	BAA09202	-0.501	-0.881	-6.559	10.670	-2.879	12.062		1.163		-0.142	-0.075			0.541	-1.896	-0.262	-1.225	-0.662	-0.105	-0.091		-0.454	-0.288	-0.206	13.354	1.256					-2.547	Complex
0.999	14.406	ATP1	RIO2	5.489	4.042	-2.251	14.406	1.798	12.020	-0.278	2.029		-0.269	-0.075			-0.818	0.088	-1.086	0.372	0.511	0.000	0.000		0.537	0.342	-0.206	14.213	-0.354	0.084			-0.427		Complex
1.000	33.703	RPS4B	RPS24B	31.332	33.703	8.614	26.095	10.446	6.495	3.320	2.401	0.175	5.497	0.169	1.305	0.819	3.076	10.173	2.222	1.926	1.720	3.372	2.552		0.902	5.459		22.275	11.140	0.599			5.662	8.361	Metabolic
1.000	14.663	ATP1	ARO8	4.209	4.823	-1.525	14.663	2.653	11.939	-0.278	0.601		0.528	-0.075			-0.704	-1.333	0.048	2.674	-0.589	0.196					0.000	13.288		-0.201	-0.606	-0.243			Complex
1.000	33.072	RPS4B	RPS13	32.053	33.072	10.069	26.387	11.385	6.495	3.320	3.031	0.175	5.285	-0.206	0.549		3.038	9.918	1.805	1.623		0.684	3.203		5.914	5.871	0.663	23.331	11.155	1.638			3.042	8.361	Metabolic
0.999	14.388	GLN4	RPS13	14.388	13.006	-0.922	5.963	8.569	2.032	-0.273	2.407		0.717	0.000			0.937	9.632	0.971	1.750		-0.353	-0.212		-0.166	0.296	0.760	6.969	3.529	-0.343			0.964	-0.383	PPI
1.000	23.367	TUB2	RPS24B	12.773	10.603	-1.360	23.367	1.085	14.978	-0.278	2.959	-0.093	1.870	-0.075			2.921	3.625	0.085	-0.795	-0.231	-0.303	1.664		-0.267	-0.539		16.641	4.577	-0.201			-0.129	0.520	Complex
1.000	26.565	RPL8B	PAB1	15.380	16.929	-0.462	26.565	5.563	14.367	0.680	2.959	-0.093	1.492	-0.075		0.210	1.461	5.811	3.100	0.643	0.720	-0.185	-0.091		-0.112	0.559	0.145	21.738	1.743	0.958			0.368	0.660	Complex
0.986	11.152	RPL4B	RPB8	9.978	11.152	0.867	3.842	7.838	0.881	-0.764	2.401	-0.083	0.434	0.445			0.000	4.346	2.872	1.789		-0.509	-0.380		0.652	-0.857	2.268	6.800	0.653	0.177			1.365	-1.345	Metabolic
1.000	14.662	TUB2	RPL29	3.819	5.194	-0.220	14.662	0.822	12.162	-0.278	0.556	-0.093	1.492									-0.177			-0.364	-0.227		14.240	0.654	-0.201			-0.196	-0.399	Complex
1.000	14.578	SKI2	RPS4B	2.485	1.494	-4.638	14.578	1.557	12.058	0.000	1.163	0.089	0.221	-0.075			-0.435	-1.036	-0.238	0.028	0.138		-0.091		0.417	-0.101		14.342	0.428	-0.201			-0.274		Complex
1.000	34.404	RPL8B	RPS1B	28.883	34.404	13.200	25.171	11.924	7.377	3.320	3.031	0.175	6.395	-0.206	-0.789		3.178	11.893	8.328	10.653	1.931	5.354	3.797		3.334	6.521	2.268	23.572	9.995	5.286			2.135	8.361	Metabolic
1.000	21.940	RVB2	HSP60	10.683	10.178	2.002	21.940	4.237	14.018	0.000	2.029	-0.093	0.221	-0.075			1.604	5.736	2.966	1.870			0.000		0.100	1.224		13.881	0.687	-0.201			0.368		Complex
0.934	9.557	RIO2	RPS24A	9.557	7.095	-0.069	7.068	2.743	4.979	-0.668	3.103		0.199	0.000			-0.798	-0.278	-0.437	1.085	0.625	0.808	0.000		0.213	-0.492		7.528	1.322	0.141			0.964	1.739	PPI
1.000	35.307	RPL8B	RPL4B	32.084	35.307	11.535	24.517	12.264	7.771	3.320	3.031	-0.083	5.679	0.000			3.326	14.381	7.749	9.848	0.257	4.338	1.867		2.059	8.410	0.206	22.408	13.273	5.286			5.059	8.361	Metabolic
0.966	10.265	RIO2	RPL30	10.265	7.253	-1.156	8.915	2.471	4.979	-0.668	3.103		1.179	0.000			-0.798	0.585	-0.283	1.523	-0.290		-0.212		0.803	-0.941	0.173	8.316	-0.401	-0.172			0.408	2.148	PPI
0.999	14.336	RPL4B	KIN28	3.746	5.384	-6.210	14.336	1.768	12.014	-0.278	1.163	-0.093	-0.373	-0.075		0.210		1.092	-0.456	0.118	0.000	0.991	-0.091		-0.267	-0.331	-0.206	13.103	0.106	0.242				0.556	Complex
0.958	10.032	TSC13	TUB1	10.032	6.677	-2.106	10.024	2.464	5.492	-0.668	2.407		1.002	-0.109			-0.555	0.144	-0.631	1.161	-0.158	-0.423	-1.000		0.672	-0.662	0.173	8.359	2.334	0.510			-0.595	-0.801	PPI
1.000	22.809	RVB2	RPL27A	11.239	10.160	-5.169	22.809	5.090	13.262	0.000	2.331	-0.093	0.690	-0.075			1.604	4.686	1.620	2.201	0.000		0.000		0.211	0.107		16.952	0.301	-0.016			1.930	4.573	Complex
0.986	11.143	RVB2	RAD59	0.919	-0.194	-0.900	11.143	-0.301	12.190	-0.278	-0.198		-0.269															11.143							Complex
0.981	10.864	GLN4	RPS24B	10.864	9.364	-1.662	5.370	5.933	0.840	-0.668	2.407		0.717	0.454			1.181	6.828	1.568	1.776	-0.198	-0.198	0.000		0.376	0.870		3.687	2.558	-0.343			0.986	3.175	PPI
1.000	23.557	TUB2	ASC1	16.018	14.346	0.006	23.557	1.984	14.624	-0.278	2.959	-0.444	1.925	-0.075			2.864	5.135	1.730	-0.348	-0.081	-0.303	1.836		-0.169	-0.014		18.078	2.250	-0.201			-0.177	0.545	Complex
0.999	13.729	RPL4B	PRE9	12.049	13.729	-2.667	6.118	6.191	1.147	-0.218	2.401	-0.251	1.975	-0.206			2.692	6.116	5.326	4.560		0.896	-0.652		0.178	2.345		2.877	1.403	-1.004			1.010	-0.229	Metabolic
1.000	35.630	RPL8B	RPL4A	32.341	35.630	11.623	26.544	12.262	7.771	3.320	3.031	-0.083	6.004	0.000			3.326	14.381	7.749	9.848	0.257	4.338	1.867		2.059	8.410	0.206	22.280	13.273	5.286			5.059	8.361	Metabolic
0.994	11.960	OXA1	RPL8B	11.960	9.838	-2.221	9.931	6.089	5.005	0.602	0.974		0.782	0.000			-1.491	3.856	-0.634	1.641	-0.254		0.540		-0.080	-0.984	0.000	10.475	1.028	0.220					PPI
1.000	24.035	RPP0	TEF1	24.035	22.644	0.378	22.646	7.263	8.389	0.602	3.906		1.474	0.000			2.401	3.875	4.087	0.835	0.168	0.688	1.484		-0.080	1.448	-0.281	17.450	1.983				2.054	5.096	PPI
1.000	18.355	ATP1	RPS24B	7.388	7.541	-5.636	18.355	0.370	13.469	0.000	1.163	0.089	0.528	-0.075			2.811	3.919	0.218	-0.683	-0.282	0.196	1.664		-0.085	0.057		14.387	-0.889	-0.201			-0.416		Complex
0.994	12.009	RPL7A	RAD4	0.347	-0.681	-6.581	12.009	0.319	12.025	-0.278	0.360		0.364	-0.075			-0.704	-0.965	0.038	0.833	0.083	-0.185	0.000			-0.763	0.000	12.114	-0.789	0.100					Complex
1.000	25.455	TUB2	TEF1	13.560	12.887	-0.817	25.455	2.038	16.772	0.000	4.009	-0.093	0.443	-0.075			2.361	4.287	2.321	-0.899	-0.396	-0.203	0.962		2.671	-0.372	-0.265	18.777	2.939				-0.119	-0.292	Complex
1.000	15.429	RPP0	TRP5	1.243	3.482	0.028	15.429	1.384	12.170	-0.278	1.298		0.855				0.000											15.576	-0.496	0.242				-0.455	Complex
1.000	20.202	ASC1	TEF1	19.594	20.202	-3.558	18.273	7.672	2.984	1.753	2.401	0.175	2.561	0.774	-0.789	-0.816	3.488	3.512	1.523	0.042	0.861	-0.393	3.288		1.051	1.892		11.414	1.480				2.100	6.418	Metabolic
1.000	22.498	ATP1	RPL7A	10.467	11.095	-2.397	22.498	2.159	14.367	0.000	2.029	0.089	1.220	-0.075			2.709	4.407	2.990	0.582	0.202	0.196	1.836		-0.433	0.330	-0.206	16.141	-0.800	-0.201			-0.439		Complex
1.000	29.779	RPL4B	TEF2	21.240	22.681	0.827	29.779	6.102	15.319	0.000	4.009	-0.093	2.155	-0.075			2.361	4.130	6.359	0.841	0.000	0.618	0.962		-0.260	0.705	0.283	21.822	5.541				1.263	4.588	Complex
1.000	21.398	ATP1	RPS13	11.649	12.509	-2.845	21.398	2.686	13.469	0.293	1.163	0.089	1.065	-0.075			2.709	4.693	-0.086	-0.669		0.196	1.664		-0.386	0.769	-0.206	16.630	-0.858	-0.201			-0.284		Complex
1.000	14.609	TUB2	TRP5	1.125	2.082	0.551	14.609	1.104	12.170	-0.278	1.298		0.650				-0.335											15.373	-1.142	0.242				-0.502	Complex
0.980	10.818	RPP0	SPC3	4.569	8.593	-0.548	10.818	1.562	5.784	-0.278	1.163		1.710	-0.075			0.953	1.441	-0.635	-0.953	-0.251	0.672	0.080		-0.262	0.633		9.254	0.925	-0.185			0.150		Complex
1.000	20.898	RPL7A	VMA2	7.084	7.324	-5.534	20.898	2.158	14.329	-0.278	4.009	-0.093	-0.169	-0.075			1.017	1.761	1.961	-0.905	-0.719		0.000		-0.446	-0.541	0.474	17.797	-0.717	-0.016			0.622	0.805	Complex
0.999	14.055	RPL7A	TRP5	0.655	0.774	-1.973	14.055	0.876	12.170	-0.278	1.298		0.324				-0.335											14.556	-0.626	-0.016				-0.455	Complex
0.924	9.411	ATP1	GLN4	8.610	9.411	-4.949	2.917	6.982	0.328	-0.764	1.641	0.175	0.130	0.169			0.749	6.004	0.243	2.273	1.541	2.937	0.864		1.616	-0.885	-0.346	1.511	1.270	-0.344		1.627	-1.196		Metabolic
