#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
PUP1	PRE5	634682	633881	4932.YOR157C	4932.YMR314W	0	0	0	0	0.940	0.997	0.952	0.084	0.999
PRE10	SCL1	634903	630898	4932.YOR362C	4932.YGL011C	0	0	0	0.762	0.977	0.999	0.958	0.387	0.999
PRE8	RPN5	633485	629716	4932.YML092C	4932.YDL147W	0	0	0	0	0.436	0.995	0.958	0.158	0.999
RPB3	RPB5	631829	629214	4932.YIL021W	4932.YBR154C	0.076	0	0	0	0.266	0.999	0.900	0.931	0.999
RPB8	RPB3	634756	631829	4932.YOR224C	4932.YIL021W	0	0	0	0	0.145	0.999	0.900	0.901	0.999
RPB10	RPB2	634742	634676	4932.YOR210W	4932.YOR151C	0.056	0	0	0	0.055	0.999	0.900	0.929	0.999
PUP2	RPT6	631432	630937	4932.YGR253C	4932.YGL048C	0	0	0	0	0.727	0.997	0.900	0.521	0.999
SCL1	PRE7	630898	628962	4932.YGL011C	4932.YBL041W	0	0	0	0	0.888	0.997	0.958	0.111	0.999
PRE2	PRE1	635342	630520	4932.YPR103W	4932.YER012W	0	0	0	0.693	0.982	0.997	0.952	0.941	0.999
PRE2	PUP2	635342	631432	4932.YPR103W	4932.YGR253C	0	0	0.218	0.657	0.982	0.997	0.952	0.695	0.999
PRE9	PRE4	631304	630877	4932.YGR135W	4932.YFR050C	0	0	0	0	0.954	0.997	0.958	0.544	0.999
RPB2	RPB11	634676	634339	4932.YOR151C	4932.YOL005C	0.043	0	0	0	0.083	0.999	0.923	0.871	0.999
PUP2	SCL1	631432	630898	4932.YGR253C	4932.YGL011C	0	0	0	0.719	0.958	0.997	0.958	0.321	0.999
RPB2	RPB3	634676	631829	4932.YOR151C	4932.YIL021W	0.321	0	0	0	0.582	0.999	0.925	0.934	0.999
RPT6	RPN11	630937	630823	4932.YGL048C	4932.YFR004W	0	0	0	0	0.621	0.999	0.900	0.930	0.999
RPO26	RPB10	635441	634742	4932.YPR187W	4932.YOR210W	0.321	0	0	0	0.563	0.997	0.900	0.951	0.999
PUP2	PRE9	631432	631304	4932.YGR253C	4932.YGR135W	0	0	0.439	0.846	0.979	0.997	0.958	0.773	0.999
PRE8	PRE1	633485	630520	4932.YML092C	4932.YER012W	0	0	0	0	0.981	0.997	0.958	0.551	0.999
PRE3	PRE4	632046	630877	4932.YJL001W	4932.YFR050C	0	0	0	0	0.982	0.997	0.952	0.632	0.999
PRE3	RPT6	632046	630937	4932.YJL001W	4932.YGL048C	0	0	0	0	0.771	0.983	0.900	0.431	0.999
RPB10	RPB11	634742	634339	4932.YOR210W	4932.YOL005C	0	0	0	0	0.718	0.997	0.900	0.930	0.999
RPT6	PRE1	630937	630520	4932.YGL048C	4932.YER012W	0	0	0	0	0.811	0.997	0.900	0.675	0.999
PUP2	PRE1	631432	630520	4932.YGR253C	4932.YER012W	0	0	0	0	0.985	0.997	0.958	0.784	0.999
PRE6	PRE5	634376	633881	4932.YOL038W	4932.YMR314W	0	0	0.309	0.788	0.984	0.997	0.952	0.393	0.999
PRE6	RPT6	634376	630937	4932.YOL038W	4932.YGL048C	0	0	0	0	0.873	0.997	0.900	0.558	0.999
PUP1	PRE1	634682	630520	4932.YOR157C	4932.YER012W	0	0	0	0.686	0.858	0.997	0.952	0.351	0.999
PRE6	PRE9	634376	631304	4932.YOL038W	4932.YGR135W	0	0	0.225	0.857	0.979	0.997	0.952	0.709	0.999
PUP1	RPN5	634682	629716	4932.YOR157C	4932.YDL147W	0	0	0	0	0.596	0.997	0.952	0.140	0.999
RPO26	RPB3	635441	631829	4932.YPR187W	4932.YIL021W	0.321	0	0	0	0.191	0.999	0.900	0.930	0.999
PRE5	SCL1	633881	630898	4932.YMR314W	4932.YGL011C	0	0	0	0.684	0.985	0.997	0.958	0.103	0.999
PRE4	PRE1	630877	630520	4932.YFR050C	4932.YER012W	0	0	0	0	0.985	0.997	0.958	0.673	0.999
PRE6	PRE4	634376	630877	4932.YOL038W	4932.YFR050C	0	0	0	0	0.960	0.997	0.952	0.490	0.999
PRE10	PUP2	634903	631432	4932.YOR362C	4932.YGR253C	0	0	0	0.810	0.984	0.997	0.958	0.619	0.999
PRE8	PRE4	633485	630877	4932.YML092C	4932.YFR050C	0	0	0	0	0.984	0.997	0.958	0.225	0.999
RPO26	RPC40	635441	635350	4932.YPR187W	4932.YPR110C	0.321	0	0	0	0.677	0.997	0.900	0.906	0.999
PRE6	RPN11	634376	630823	4932.YOL038W	4932.YFR004W	0	0	0	0	0.364	0.999	0.952	0.522	0.999
PRE10	PRE3	634903	632046	4932.YOR362C	4932.YJL001W	0	0	0	0	0.986	0.997	0.952	0.337	0.999
PRE2	PRE8	635342	633485	4932.YPR103W	4932.YML092C	0	0	0	0	0.936	0.997	0.952	0.445	0.999
SCL1	RPN5	630898	629716	4932.YGL011C	4932.YDL147W	0	0	0	0	0.437	0.997	0.958	0.126	0.999
PRE4	RPN5	630877	629716	4932.YFR050C	4932.YDL147W	0	0	0	0	0.289	0.997	0.958	0.287	0.999
PRE6	PRE1	634376	630520	4932.YOL038W	4932.YER012W	0	0	0	0	0.980	0.997	0.952	0.615	0.999
PRE2	SCL1	635342	630898	4932.YPR103W	4932.YGL011C	0	0	0	0	0.871	0.997	0.952	0.109	0.999
PUP3	RPN5	630628	629716	4932.YER094C	4932.YDL147W	0	0	0	0	0.286	0.996	0.958	0.350	0.999
RPC19	RPB3	634016	631829	4932.YNL113W	4932.YIL021W	0	0	0	0	0.226	0.987	0.277	0.835	0.998
SSL1	TFB5	632873	629908	4932.YLR005W	4932.YDR079C-A	0	0	0	0	0	0.963	0.900	0.621	0.998
RPC19	RPA14	634016	629989	4932.YNL113W	4932.YDR156W	0	0	0	0	0	0.972	0.900	0.084	0.997
RPA14	RPB5	629989	629214	4932.YDR156W	4932.YBR154C	0	0	0	0	0	0.972	0.900	0.060	0.997
RPC40	RPA14	635350	629989	4932.YPR110C	4932.YDR156W	0	0	0	0	0	0.972	0.900	0	0.997
RPO26	RPA14	635441	629989	4932.YPR187W	4932.YDR156W	0	0	0	0	0	0.972	0.900	0	0.997
RPB10	RPA14	634742	629989	4932.YOR210W	4932.YDR156W	0	0	0	0	0	0.972	0.900	0	0.997
MNN9	MNN11	634991	632236	4932.YPL050C	4932.YJL183W	0	0	0	0	0.100	0.868	0.900	0.744	0.996
SSL1	TFB3	632873	630322	4932.YLR005W	4932.YDR460W	0	0	0	0	0.068	0.877	0.900	0.750	0.996
RPC40	RPB2	635350	634676	4932.YPR110C	4932.YOR151C	0.321	0	0	0	0.596	0.911	0.287	0.748	0.994
SSL1	KIN28	632873	629674	4932.YLR005W	4932.YDL108W	0	0	0	0	0.131	0.735	0.900	0.719	0.992
RPB3	KIN28	631829	629674	4932.YIL021W	4932.YDL108W	0	0	0	0	0.079	0.647	0.900	0.712	0.989
PHS1	TSC13	632145	629577	4932.YJL097W	4932.YDL015C	0	0	0	0	0.527	0.119	0.900	0.760	0.988
RPO26	TFB5	635441	629908	4932.YPR187W	4932.YDR079C-A	0	0	0	0	0	0.984	0	0	0.984
RPO26	SSL1	635441	632873	4932.YPR187W	4932.YLR005W	0	0	0	0	0.066	0.812	0.900	0.108	0.982
SSL1	RPB5	632873	629214	4932.YLR005W	4932.YBR154C	0	0	0	0	0.075	0.732	0.900	0.338	0.981
RPB8	RPA14	634756	629989	4932.YOR224C	4932.YDR156W	0	0	0	0	0.118	0.800	0.900	0	0.980
RPC40	RPB11	635350	634339	4932.YPR110C	4932.YOL005C	0	0	0	0	0.179	0.906	0.277	0.692	0.980
RPB8	SSL1	634756	632873	4932.YOR224C	4932.YLR005W	0	0	0	0	0.048	0.755	0.900	0.210	0.979
RPC10	RPA14	631710	629989	4932.YHR143W-A	4932.YDR156W	0	0	0	0	0	0.800	0.900	0	0.979
SSL1	RPB3	632873	631829	4932.YLR005W	4932.YIL021W	0	0	0	0	0.099	0.734	0.900	0.175	0.977
RPB11	SSL1	634339	632873	4932.YOL005C	4932.YLR005W	0	0	0	0	0.138	0.732	0.900	0.120	0.976
RPB2	RPC19	634676	634016	4932.YOR151C	4932.YNL113W	0.043	0	0	0	0.083	0.879	0.263	0.731	0.975
RPS26A	MRPS28	631081	630190	4932.YGL189C	4932.YDR337W	0	0	0	0	0.739	0.910	0	0.045	0.975
PHA2	ARO8	634227	631095	4932.YNL316C	4932.YGL202W	0	0	0	0	0	0	0.959	0.376	0.973
SSL1	RAD4	632873	630707	4932.YLR005W	4932.YER162C	0	0	0	0	0	0	0.900	0.655	0.964
PUT2	GDH2	631584	629788	4932.YHR037W	4932.YDL215C	0	0	0	0	0.048	0	0.900	0.641	0.962
TFB3	TFB5	630322	629908	4932.YDR460W	4932.YDR079C-A	0	0	0	0	0	0.323	0.900	0.403	0.956
RPB11	TFB5	634339	629908	4932.YOL005C	4932.YDR079C-A	0	0	0	0	0.088	0.948	0	0	0.951
RPB11	KIN28	634339	629674	4932.YOL005C	4932.YDL108W	0	0	0	0	0.132	0.050	0.900	0.445	0.948
TFB5	RPB5	629908	629214	4932.YDR079C-A	4932.YBR154C	0	0	0	0	0	0.948	0	0	0.948
TFB5	KIN28	629908	629674	4932.YDR079C-A	4932.YDL108W	0	0	0	0	0	0.121	0.900	0.450	0.947
RAD4	TFB3	630707	630322	4932.YER162C	4932.YDR460W	0	0	0	0	0	0	0.900	0.487	0.946
SSL1	RAD28	632873	629855	4932.YLR005W	4932.YDR030C	0	0	0	0	0	0.126	0.900	0.441	0.946
RPO26	KIN28	635441	629674	4932.YPR187W	4932.YDL108W	0	0	0	0	0.065	0	0.900	0.399	0.938
RPB3	TFB3	631829	630322	4932.YIL021W	4932.YDR460W	0	0	0	0	0.047	0	0.900	0.400	0.937
TFB3	RAD28	630322	629855	4932.YDR460W	4932.YDR030C	0	0	0	0	0.042	0	0.900	0.394	0.936
BNA2	ARO8	632361	631095	4932.YJR078W	4932.YGL202W	0	0	0	0	0	0	0.900	0.374	0.934
KIN28	RPB5	629674	629214	4932.YDL108W	4932.YBR154C	0	0	0	0	0.134	0	0.900	0.302	0.934
RPB8	KIN28	634756	629674	4932.YOR224C	4932.YDL108W	0	0	0	0	0.067	0.057	0.900	0.283	0.928
